21.995	-0.30	0.41	-0.106	-0.008
21.995025	-0.29	0.41	-0.107	-0.007
21.99505	-0.29	0.41	-0.109	-0.005
21.995075	-0.29	0.41	-0.110	-0.004
21.9951	-0.29	0.41	-0.111	-0.004
21.995125	-0.28	0.41	-0.110	-0.002
21.99515	-0.29	0.42	-0.108	-0.002
21.995175	-0.28	0.42	-0.109	-0.002
21.9952	-0.29	0.43	-0.107	-0.002
21.995225	-0.28	0.43	-0.107	-0.002
21.99525	-0.30	0.44	-0.104	-0.003
21.995275	-0.29	0.44	-0.101	-0.003
21.9953	-0.27	0.45	-0.100	-0.002
21.995325	-0.27	0.45	-0.095	-0.001
21.99535	-0.25	0.45	-0.092	0.000
21.995375	-0.24	0.45	-0.087	0.003
21.9954	-0.21	0.44	-0.082	0.005
21.995425	-0.19	0.42	-0.078	0.008
21.99545	-0.16	0.41	-0.072	0.013
21.995475	-0.13	0.39	-0.067	0.016
21.9955	-0.10	0.36	-0.061	0.020
21.995525	-0.07	0.33	-0.056	0.025
21.99555	-0.04	0.30	-0.052	0.029
21.995575	-0.02	0.27	-0.048	0.034
21.9956	0.01	0.22	-0.045	0.037
21.995625	0.05	0.18	-0.041	0.042
21.99565	0.06	0.14	-0.038	0.044
21.995675	0.08	0.09	-0.036	0.048
21.9957	0.10	0.04	-0.032	0.049
21.995725	0.11	-0.00	-0.029	0.051
21.99575	0.13	-0.04	-0.027	0.053
21.995775	0.14	-0.08	-0.024	0.055
21.9958	0.14	-0.12	-0.022	0.057
21.995825	0.15	-0.15	-0.019	0.057
21.99585	0.17	-0.18	-0.017	0.058
21.995875	0.16	-0.21	-0.014	0.058
21.9959	0.16	-0.23	-0.013	0.058
21.995925	0.15	-0.25	-0.012	0.057
21.99595	0.15	-0.27	-0.010	0.057
21.995975	0.16	-0.29	-0.009	0.056
21.996	0.15	-0.31	-0.008	0.056
21.996025	0.15	-0.32	-0.008	0.054
21.99605	0.15	-0.33	-0.007	0.053
21.996075	0.15	-0.33	-0.007	0.053
21.9961	0.14	-0.34	-0.007	0.051
21.996125	0.13	-0.34	-0.007	0.050
21.99615	0.13	-0.34	-0.001	0.049
21.996175	0.12	-0.33	-0.011	0.047
21.9962	0.09	-0.33	-0.009	0.044
21.996225	0.09	-0.33	-0.008	0.041
21.99625	0.09	-0.32	-0.009	0.040
21.996275	0.08	-0.31	-0.009	0.038
21.9963	0.07	-0.29	-0.007	0.036
21.996325	0.07	-0.28	-0.006	0.034
21.99635	0.06	-0.26	-0.006	0.032
21.996375	0.05	-0.24	-0.005	0.031
21.9964	0.04	-0.22	-0.004	0.029
21.996425	0.03	-0.19	-0.004	0.027
21.99645	0.03	-0.17	-0.004	0.025
21.996475	0.02	-0.14	-0.004	0.024
21.9965	0.01	-0.12	-0.004	0.021
21.996525	-0.00	-0.10	-0.003	0.019
21.99655	-0.02	-0.08	-0.004	0.018
21.996575	-0.03	-0.05	-0.003	0.016
21.9966	-0.04	-0.03	-0.004	0.014
21.996625	-0.04	-0.02	-0.003	0.012
21.99665	-0.06	0.00	-0.003	0.010
21.996675	-0.06	0.02	-0.003	0.009
21.9967	-0.06	0.04	-0.003	0.007
21.996725	-0.07	0.05	-0.003	0.005
21.99675	-0.08	0.07	-0.003	0.003
21.996775	-0.09	0.08	-0.003	0.002
21.9968	-0.10	0.09	-0.003	-0.001
21.996825	-0.12	0.10	-0.003	-0.003
21.99685	-0.12	0.11	-0.003	-0.006
21.996875	-0.13	0.12	-0.004	-0.007
21.9969	-0.15	0.13	-0.002	-0.009
21.996925	-0.15	0.13	-0.002	-0.010
21.99695	-0.16	0.14	-0.003	-0.013
21.996975	-0.16	0.15	-0.002	-0.014
21.997	-0.17	0.15	-0.002	-0.015
21.997025	-0.18	0.16	-0.003	-0.017
21.99705	-0.18	0.16	-0.003	-0.020
21.997075	-0.18	0.17	-0.003	-0.021
21.9971	-0.19	0.17	-0.003	-0.022
21.997125	-0.19	0.17	-0.003	-0.023
21.99715	-0.20	0.17	-0.004	-0.024
21.997175	-0.20	0.17	-0.004	-0.025
21.9972	-0.20	0.17	-0.003	-0.026
21.997225	-0.20	0.18	-0.004	-0.026
21.99725	-0.21	0.18	-0.004	-0.027
21.997275	-0.22	0.18	-0.005	-0.028
21.9973	-0.22	0.18	-0.004	-0.029
21.997325	-0.23	0.18	-0.004	-0.029
21.99735	-0.23	0.18	-0.004	-0.030
21.997375	-0.24	0.18	-0.003	-0.031
21.9974	-0.25	0.19	-0.002	-0.031
21.997425	-0.25	0.19	-0.001	-0.031
21.99745	-0.25	0.19	0.001	-0.033
21.997475	-0.24	0.19	0.003	-0.031
21.9975	-0.25	0.20	0.005	-0.030
21.997525	-0.23	0.20	0.006	-0.030
21.99755	-0.24	0.21	0.007	-0.030
21.997575	-0.23	0.21	0.007	-0.030
21.9976	-0.25	0.21	0.009	-0.030
21.997625	-0.24	0.21	0.009	-0.029
21.99765	-0.25	0.21	0.009	-0.029
21.997675	-0.25	0.21	0.011	-0.029
21.9977	-0.26	0.21	0.011	-0.029
21.997725	-0.27	0.21	0.010	-0.030
21.99775	-0.26	0.20	0.011	-0.029
21.997775	-0.26	0.20	0.012	-0.028
21.9978	-0.27	0.20	0.009	-0.029
21.997825	-0.23	0.20	0.018	-0.027
21.99785	-0.23	0.22	0.015	-0.025
21.997875	-0.23	0.22	0.016	-0.024
21.9979	-0.23	0.22	0.016	-0.024
21.997925	-0.23	0.22	0.018	-0.023
21.99795	-0.22	0.21	0.018	-0.022
21.997975	-0.22	0.21	0.020	-0.020
21.998	-0.23	0.21	0.019	-0.018
21.998025	-0.22	0.21	0.019	-0.017
21.99805	-0.23	0.20	0.019	-0.017
21.998075	-0.23	0.20	0.019	-0.016
21.9981	-0.23	0.19	0.019	-0.016
21.998125	-0.23	0.19	0.019	-0.016
21.99815	-0.22	0.19	0.021	-0.017
21.998175	-0.22	0.19	0.021	-0.016
21.9982	-0.22	0.20	0.022	-0.017
21.998225	-0.21	0.20	0.022	-0.017
21.99825	-0.22	0.20	0.023	-0.017
21.998275	-0.22	0.21	0.023	-0.018
21.9983	-0.23	0.21	0.022	-0.019
21.998325	-0.23	0.21	0.022	-0.021
21.99835	-0.23	0.20	0.022	-0.022
21.998375	-0.23	0.20	0.022	-0.023
21.9984	-0.23	0.20	0.022	-0.024
21.998425	-0.22	0.19	0.023	-0.024
21.99845	-0.22	0.19	0.022	-0.022
21.998475	-0.20	0.18	0.021	-0.023
21.9985	-0.21	0.17	0.021	-0.023
21.998525	-0.22	0.16	0.019	-0.025
21.99855	-0.23	0.16	0.018	-0.027
21.998575	-0.25	0.15	0.016	-0.030
21.9986	-0.27	0.14	0.012	-0.032
21.998625	-0.28	0.13	0.009	-0.034
21.99865	-0.28	0.12	0.008	-0.035
21.998675	-0.28	0.11	0.006	-0.036
21.9987	-0.29	0.09	0.003	-0.036
21.998725	-0.28	0.08	0.001	-0.037
