62	-0.13	-0.28	-0.085	0.023
62.000025	-0.14	-0.29	-0.091	0.023
62.00005	-0.17	-0.29	-0.095	0.022
62.000075	-0.17	-0.29	-0.098	0.022
62.0001	-0.18	-0.30	-0.099	0.022
62.000125	-0.18	-0.30	-0.099	0.020
62.00015	-0.18	-0.30	-0.100	0.019
62.000175	-0.20	-0.30	-0.100	0.016
62.0002	-0.21	-0.29	-0.099	0.014
62.000225	-0.23	-0.28	-0.098	0.012
62.00025	-0.25	-0.26	-0.099	0.010
62.000275	-0.25	-0.24	-0.099	0.008
62.0003	-0.24	-0.23	-0.100	0.007
62.000325	-0.23	-0.22	-0.101	0.007
62.00035	-0.21	-0.22	-0.102	0.006
62.000375	-0.20	-0.21	-0.102	0.006
62.0004	-0.17	-0.21	-0.102	0.005
62.000425	-0.16	-0.21	-0.102	0.004
62.00045	-0.14	-0.20	-0.101	0.004
62.000475	-0.14	-0.19	-0.100	0.003
62.0005	-0.14	-0.18	-0.101	-0.000
62.000525	-0.13	-0.17	-0.099	-0.003
62.00055	-0.12	-0.15	-0.096	-0.006
62.000575	-0.11	-0.13	-0.094	-0.008
62.0006	-0.11	-0.12	-0.093	-0.009
62.000625	-0.11	-0.10	-0.091	-0.009
62.00065	-0.12	-0.09	-0.090	-0.010
62.000675	-0.13	-0.08	-0.090	-0.010
62.0007	-0.14	-0.08	-0.090	-0.010
62.000725	-0.16	-0.08	-0.089	-0.011
62.00075	-0.17	-0.08	-0.088	-0.013
62.000775	-0.18	-0.07	-0.089	-0.014
62.0008	-0.20	-0.06	-0.089	-0.017
62.000825	-0.22	-0.06	-0.090	-0.019
62.00085	-0.23	-0.06	-0.091	-0.023
62.000875	-0.25	-0.06	-0.091	-0.028
62.0009	-0.26	-0.06	-0.092	-0.033
62.000925	-0.29	-0.07	-0.095	-0.037
62.00095	-0.31	-0.07	-0.095	-0.042
62.000975	-0.34	-0.08	-0.098	-0.045
62.001	-0.38	-0.09	-0.098	-0.048
62.001025	-0.41	-0.09	-0.099	-0.051
62.00105	-0.43	-0.10	-0.100	-0.053
62.001075	-0.44	-0.10	-0.101	-0.054
62.0011	-0.47	-0.09	-0.099	-0.055
62.001125	-0.48	-0.09	-0.099	-0.055
62.00115	-0.51	-0.09	-0.100	-0.055
62.001175	-0.52	-0.09	-0.100	-0.058
62.0012	-0.53	-0.09	-0.098	-0.058
62.001225	-0.53	-0.09	-0.098	-0.057
62.00125	-0.52	-0.08	-0.097	-0.057
62.001275	-0.53	-0.07	-0.096	-0.057
62.0013	-0.51	-0.06	-0.095	-0.057
62.001325	-0.52	-0.05	-0.094	-0.056
62.00135	-0.52	-0.04	-0.092	-0.056
62.001375	-0.51	-0.02	-0.092	-0.055
62.0014	-0.50	-0.01	-0.092	-0.052
62.001425	-0.50	-0.00	-0.092	-0.052
62.00145	-0.50	0.00	-0.092	-0.051
62.001475	-0.51	0.00	-0.091	-0.049
62.0015	-0.52	-0.00	-0.092	-0.049
62.001525	-0.52	-0.01	-0.091	-0.049
62.00155	-0.53	-0.02	-0.091	-0.048
62.001575	-0.54	-0.02	-0.088	-0.046
62.0016	-0.53	-0.02	-0.085	-0.045
62.001625	-0.52	-0.01	-0.083	-0.043
62.00165	-0.51	0.02	-0.080	-0.041
62.001675	-0.50	0.05	-0.077	-0.039
62.0017	-0.48	0.07	-0.075	-0.037
62.001725	-0.49	0.09	-0.073	-0.035
62.00175	-0.49	0.11	-0.072	-0.034
62.001775	-0.48	0.12	-0.070	-0.031
62.0018	-0.48	0.13	-0.067	-0.030
62.001825	-0.47	0.13	-0.064	-0.028
62.00185	-0.46	0.11	-0.061	-0.026
62.001875	-0.46	0.10	-0.057	-0.023
62.0019	-0.46	0.10	-0.055	-0.022
62.001925	-0.47	0.11	-0.052	-0.021
62.00195	-0.48	0.11	-0.049	-0.019
62.001975	-0.47	0.13	-0.046	-0.019
